song_id,title,album_id,creator,duration
527,Indian leopard,961,Lucilia Presnail,4:25
528,Ringtail,846,Kendre Tolcher,3:15
529,Agouti,90,Inga Goricke,3:25
530,Prehensile-tailed porcupine,765,Ephrayim Cottier,4:05
531,Barking gecko,208,Chrysa Linney,3:30
532,Cape raven,126,Susette Wittke,4:15
533,"Cormorant, great",648,Corrine Ivanichev,4:50
534,Red brocket,665,Alana Stronach,4:05
535,Two-toed sloth,95,Vivian Terbeck,3:20
536,"Booby, blue-footed",357,Maurie Northcott,2:25
537,"Cormorant, large",774,Ragnar Tavner,2:35
538,"Rattlesnake, eastern diamondback",99,Bamby Heggman,4:30
539,Painted stork,136,Ferdinande Findlay,3:35
540,"Tern, royal",445,Madelon Lowfill,4:40
541,"Jackal, golden",11,Yetta Dillingham,3:30
542,Cheetah,453,Giffie Musk,4:15
543,Red-shouldered glossy starling,193,Jilly Axup,2:45
544,Turkey vulture,566,Lucian Hutfield,2:40
545,"Bettong, brush-tailed",15,Fee Scotford,3:50
546,Royal tern,207,Pebrook Ewell,2:00
547,"Kudu, greater",207,Mano Degli Antoni,4:10
548,"Bustard, denham's",613,Arthur Jakab,2:35
549,"Snake, buttermilk",853,Candice Aleavy,3:10
550,"Squirrel, smith's bush",186,Adrea Kinsett,4:15
551,Eastern quoll,506,Marlie Kurtis,4:25
552,Hawk-headed parrot,923,Dacie Duffyn,2:05
553,"Macaw, red and blue",316,Micki Challin,2:55
554,Yellow-crowned night heron,100,Margarethe Simeoli,2:45
555,"Gazer, sun",464,Stinky Ghirigori,4:25
556,"Deer, swamp",199,Elianore Beeck,2:40
557,Sun gazer,422,Jacobo Kebell,2:30
558,"Coot, red-knobbed",742,Henriette Aldersley,4:00
559,"Avocet, pied",822,Latashia McAuslene,3:20
560,"Cormorant, javanese",122,Caritta Grotty,2:25
561,Black-capped capuchin,652,Erskine Westmarland,2:30
562,Burmese brown mountain tortoise,251,Bobby Nowick,4:15
563,"Iguana, common green",344,Kordula Drewett,3:20
564,Genoveva,629,Byrle Treasaden,3:35
565,White-necked raven,68,Benji Vanin,2:50
566,"Creeper, black-tailed tree",340,Tim Leare,3:20
567,"Wolf, timber",885,Madison Beagley,2:55
568,Mountain goat,519,Virgil Basillon,2:30
569,"Squirrel, indian giant",689,Adara Brocklehurst,2:35
570,Great white pelican,720,Ellie Kroch,2:20
571,"Boa, mexican",316,Franchot Tolworthie,3:50
572,Northern phalarope,778,Pierson Hotton,3:15
573,"Peacock, blue",32,Ainsley Pauncefort,4:30
574,Brush-tailed rat kangaroo,579,Benjamin Tuft,2:45
575,Rose-ringed parakeet,711,Jamey Dirr,4:10
576,"Teal, hottentot",180,Elliot Denisovo,4:05
577,Black spider monkey,60,Eleanor Stairmand,3:45
578,Bare-faced go away bird,239,Christabel Story,2:20
579,"Woodcock, american",981,Olia Mahody,2:05
580,"Nighthawk, common",198,Cirilo Ragate,3:55
581,Malabar squirrel,286,Neron Romeril,2:25
582,Ringtail,812,Kellia Peschmann,4:00
583,Common wolf,203,Ula Radenhurst,2:45
584,"Racer, blue",698,Justino Buckel,2:25
585,"Vulture, egyptian",718,Brigitte Dace,4:00
586,"White-eye, pale",748,Mame Rentcome,3:05
587,"Plover, blacksmith",14,Isaak Kaye,4:00
588,Black-eyed bulbul,105,Gannie Ishak,3:55
589,"Capuchin, brown",90,Hortense Hubbis,4:05
590,"Cat, toddy",189,Barbara O'Heffernan,3:10
591,Long-tailed spotted cat,109,Way Hrynczyk,2:45
592,Eastern quoll,339,Alane Preddle,2:15
593,Indian mynah,337,Billie Grafham,3:55
594,Golden jackal,83,Ursala Arnauduc,2:15
595,"Bee-eater, carmine",167,Kassia Cuthbert,2:25
596,"Buffalo, american",347,Rees Dicte,3:05
597,Scaly-breasted lorikeet,312,Aldin Clegg,2:25
598,Blue wildebeest,285,Auberta Kmiec,3:10
599,"Kangaroo, jungle",211,Dunn Towndrow,3:55
600,Asiatic wild ass,369,Waylon Collough,4:05
601,"Civet, small-toothed palm",788,Bobbee Bendon,4:05
602,Python (unidentified),446,Mikey Laudham,3:15
603,Caribou,839,Magdaia Tallon,4:40
604,"Porcupine, tree",307,Esmeralda Sofe,2:35
605,Crowned eagle,91,Malcolm Dudden,3:30
606,Galapagos penguin,767,Kaitlin Vellacott,2:00
607,Red-breasted cockatoo,750,Emanuele Haskins,3:35
608,"Otter, brazilian",700,Federico Crosdill,4:05
609,"Goose, egyptian",39,Nicolis Abdey,4:50
610,"Wolf, timber",558,Rustin Matelyunas,2:30
611,Paradoxure,102,Deloris Wudeland,3:35
612,American racer,405,Loralyn Mees,4:10
613,"Badger, european",333,Dael Coleridge,3:30
614,Blue racer,425,Wolfy Tapply,3:40
615,Blue-tongued lizard,738,Raimondo Tissier,4:10
616,Yellow-throated sandgrouse,381,Odessa Etchells,2:00
617,"Cormorant, great",818,Scarlet Kirby,3:40
618,"Jaeger, long-tailed",993,Noble Marmon,2:10
619,"Magpie, black-backed",598,Dorthea Demead,2:30
620,Prairie falcon,698,Darnall Folley,4:40
621,"Pelican, australian",266,Conrado Laraway,3:55
622,Malabar squirrel,580,Margarette Cordero,2:15
623,Indian jackal,772,Linn McCrea,2:35
624,"Hawk, galapagos",800,Aloisia Labell,3:05
625,"Stork, jabiru",970,Reggie Flaherty,3:55
626,"Seal, northern elephant",739,Clarabelle Beevers,3:05
627,"Spider, wolf",340,Vivian Fegan,3:20
628,"Lion, mountain",215,Devonna Ozintsev,4:20
629,Tasmanian devil,381,Ogden Jakubovits,4:50
630,"Monitor, two-banded",54,Valentino Newcomen,4:50
631,Yellow baboon,350,Prescott Venes,4:00
632,Eleven-banded armadillo (unidentified),146,Candra Wickman,2:35
633,Glossy starling (unidentified),25,Barbie Bowdon,4:20
634,American crow,462,Thorsten Morville,4:00
635,"Falcon, prairie",706,Shelby Liston,2:35
636,"Skua, long-tailed",987,Darn Brahmer,3:35
637,Campo flicker,277,Norry McAulay,4:25
638,Galapagos tortoise,946,Tedra Churches,2:15
639,Caracal,464,Charisse Cosby,4:50
640,Ovenbird,523,Clementia Westpfel,2:20
641,African red-eyed bulbul,688,Bret Pideon,3:25
642,White-winged black tern,811,Robers Titchard,2:20
643,"Fox, grey",689,Anissa Wimpeney,3:05
644,"Bandicoot, southern brown",271,Ailbert Haggleton,3:35
645,"Stork, white-necked",844,Jonas Buckles,4:00
646,Burchell's gonolek,618,Hobard Maxworthy,4:25
647,"Fox, cape",563,Jordana Fairham,4:25
648,"Stork, marabou",276,Donnell Niese,3:15
649,Trumpeter swan,896,Aileen Minty,3:25
650,"Squirrel, grey-footed",454,Roderic Gratland,4:05
651,"Tarantula, salmon pink bird eater",82,Rosabella Yitzovitz,3:30
652,"Bear, sloth",14,Florinda Dews,4:15
653,Brown capuchin,414,Zelig Shoorbrooke,4:50
654,Butterfly (unidentified),209,Webster Bradnam,4:05
655,Eastern dwarf mongoose,812,Richart Blakeway,3:20
656,Kirk's dik dik,184,Odessa Allebone,2:25
657,Western grey kangaroo,499,Ryley Tremathick,2:35
658,"Lizard, blue-tongued",122,Shea Milham,4:30
659,"Nighthawk, common",789,Corri Leftwich,3:35
660,Western bearded dragon,184,Jenelle Ungerecht,4:40
661,"Hornbill, southern ground",293,Stefania Puddephatt,3:30
662,"Rat, white-faced tree",891,Deonne Rumsby,4:15
663,"Weaver, red-billed buffalo",264,Giraldo Yallop,2:45
664,Bat-eared fox,67,Boot Tiplady,2:40
665,"Partridge, coqui",485,Joannes Yerson,3:50
666,"Dragon, asian water",745,Vale Wildey,2:00
667,"Rhea, greater",747,Frederigo Pailin,4:10
668,Carpet snake,987,Odey Dally,2:35
669,"Cormorant, pied",836,Shermy Applebee,3:10
670,"Whale, long-finned pilot",919,Lesley Ready,4:15
671,"Weaver, chestnut",330,Shari Heake,4:25
672,Long-tailed skua,420,Allis Docker,2:05
673,Rhesus monkey,960,Tish Kapelhof,2:55
674,Little blue penguin,8,Dionne Goodrich,2:45
675,White-browed sparrow weaver,704,Kirstin Colebourn,4:25
676,Red-billed buffalo weaver,820,Lynnea Dadge,2:40
677,Yellow-billed hornbill,536,Edee Mangin,2:30
678,Osprey,351,Rakel Cufley,4:00
679,"Eagle, tawny",631,Maxie Janas,3:20
680,"Chickadee, black-capped",188,Jody Reading,2:25
681,"Gull, dusky",348,Tommy Etty,2:30
682,"Tortoise, indian star",763,Christy Mocher,4:15
683,Ring dove,849,Merl Andrichuk,3:20
684,"Otter, giant",166,Nessi Siverns,3:35
685,"Shelduck, common",924,Katey Biddwell,2:50
686,Long-necked turtle,424,Katherine Bunten,3:20
687,Galapagos tortoise,616,Veronica Hallward,2:55
688,White-faced whistling duck,181,Kristian Rediers,2:30
689,American beaver,780,Stormi Follin,2:35
690,"Ferret, black-footed",297,Gwenette Treece,2:20
691,"Seal, northern fur",606,Merle Whitby,3:50
692,Ornate rock dragon,682,Leshia Yare,3:15
693,Lava gull,39,Susanne Kilby,4:30
694,Capybara,262,Sheba Ferrari,2:45
695,Flying fox (unidentified),123,Leodora Odell,4:10
696,Roseat flamingo,711,Garrard Mougel,4:05
697,European red squirrel,7,Rockey Warlow,3:45
698,"Lemur, sportive",405,Moselle Boots,2:20
699,Mountain duck,12,Laraine Kliche,2:05
700,"Robin, kalahari scrub",504,Correy Haugg,3:55
701,"Lourie, grey",51,Lona Ricardo,2:25
702,"Wolf, common",306,Otes Tippler,4:00
703,Ornate rock dragon,743,Leoline Sheers,2:45
704,Guerza,448,Hoyt Chittie,2:25
705,Southern boubou,124,Vicki Royl,4:00
706,"Wildebeest, blue",236,Quinta Siggens,3:05
707,Pied crow,621,Rosemonde Hammon,4:00
708,"Shrew, mandras tree",994,Brandy Teasdale-Markie,3:55
709,Striped skunk,158,Alidia Barends,4:05
710,"Screamer, southern",673,Mathias Dunbabin,3:10
711,Lava gull,717,Dalt Kavanagh,2:45
712,"Duck, comb",435,Alta Streetfield,2:15
713,Wild boar,666,Felipa Giannazzo,3:55
714,"Dove, laughing",591,De Edlyn,2:15
715,"Sheep, american bighorn",882,Beaufort Paskin,2:25
716,Red and blue macaw,175,Malcolm Andrysek,3:05
717,Gerenuk,316,Enrique Reary,2:25
718,Common wallaroo,477,Shelton Arkwright,3:10
719,Slender-billed cockatoo,292,Ann-marie Leipold,3:55
720,Cape wild cat,945,Maddie Cubbinelli,4:05
721,Crested barbet,238,Ferd Sponton,4:05
722,Long-billed corella,829,Kristien Congreave,3:15
723,"White-eye, cape",82,Willabella Hurring,4:40
724,Desert tortoise,298,Alic Seivwright,2:35
725,"Lemming, collared",59,Violet Stigell,3:30
726,Wild turkey,178,Jocelyne Bricknell,2:00
727,"Porcupine, north american",794,Ange Greenhalf,3:35
728,Sugar glider,944,Kathrine Alloisi,4:05
729,Peregrine falcon,158,Ibrahim Maypole,4:50
730,Flying fox (unidentified),12,Francis Eliff,2:30
731,"Constrictor, eastern boa",289,Chadd Witch,3:35
732,"Skunk, western spotted",981,Poul Surmeir,4:10
733,Boat-billed heron,618,Reider O'Corrin,3:30
734,Black-tailed prairie dog,591,Correna Heighway,3:40
735,"Sheathbill, snowy",762,Cristionna Veazey,4:10
736,White-winged dove,818,Lonnie Duthy,2:00
737,African clawless otter,648,Pearline Bascomb,3:40
738,Woylie,151,Laney Bruhnicke,2:10
739,Greater roadrunner,156,Lucinda Roelvink,2:30
740,Caribou,406,Hughie Petche,4:40
741,"Lion, steller's sea",317,Hugibert Burgwin,3:55
742,Tokay gecko,930,Gaylord George,2:15
743,Lesser flamingo,44,Teresina Ellul,2:35
744,Black-throated butcher bird,568,Viv Plumer,3:05
745,Crested screamer,789,Swen Panks,3:55
746,"Glider, sugar",678,Silvanus Mowett,3:05
747,Galapagos mockingbird,865,Hodge Seargeant,3:20
748,Long-necked turtle,504,Correy Mangan,4:20
749,South American sea lion,803,Rosalia Duff,4:50
750,"Jacana, african",202,May Tramel,4:50
751,Fringe-eared oryx,874,Arch Cooling,4:00
752,"Goose, spur-winged",57,Aile Cullington,2:35
753,"Otter, canadian river",245,Mattias Arpe,4:20
754,"Armadillo, giant",567,Gert Disdel,4:00
755,"Cliffchat, mocking",367,Renell Mahaddy,2:35
756,Australian pelican,4,Stella Roller,3:35
757,"Bison, american",350,Traver Bramwich,4:25
758,Tyrant flycatcher,362,Maurita Willshire,2:15
759,Kongoni,456,Nisse Casella,4:50
760,"Possum, ring-tailed",228,Martie Shakelade,2:20
761,Northern phalarope,250,Giles Clougher,3:25
762,"Starling, superb",693,Aleta Loughlan,2:20
763,Collared lizard,500,Blithe Johanssen,3:05
764,"Gecko, tokay",780,Shermy Heimann,3:35
765,"Cat, toddy",292,Philomena Dukes,4:00
766,Sambar,259,Osgood Eccles,4:25
767,Slender loris,38,Job Ferreras,4:25
768,"Tern, white-winged",347,Kip Bithell,3:15
769,"Crane, blue",233,Stoddard Rosoni,3:25
770,Wood pigeon,154,Davie Franzman,4:05
771,Roseate cockatoo,115,Ricardo Basterfield,3:30
772,"Beaver, european",569,Shepperd Anfusso,4:15
773,"Grouse, sage",820,Angelica Vigus,4:50
774,Red-billed tropic bird,205,Goldie Gilluley,4:05
775,"Racer, blue",156,Vick Lowe,3:20
776,Jabiru stork,939,Kipp Sarjant,2:25
777,"Cormorant, pied",772,Sarette Noble,2:35
778,Curve-billed thrasher,168,Staffard Lemar,4:30
779,"Magpie, australian",205,Atalanta Bastock,3:35
780,"Wallaby, red-necked",829,Jeffie Prawle,4:40
781,"Kangaroo, red",821,Goldy Wilcocks,3:30
782,"Bustard, kori",446,Constantino Eggleston,4:15
783,"Godwit, hudsonian",222,Auria Bolter,2:45
784,"Dolphin, bottle-nose",567,Homerus Andries,2:40
785,"Squirrel, pine",475,Laverna Critoph,3:50
786,Cougar,598,Sadie Maisey,2:00
787,Long-finned pilot whale,435,Analiese Audry,4:10
788,Desert kangaroo rat,504,Deerdre Knightly,2:35
789,"Francolin, swainson's",937,Megen Klossek,3:10
790,"Parrot, hawk-headed",4,Emmie Sapsforde,4:15
791,"Nuthatch, red-breasted",52,Garold Sissens,4:25
792,Beisa oryx,788,Bette-ann Guyonnet,2:05
793,Common boubou shrike,187,Kris Bullocke,2:55
794,Indian star tortoise,424,Beverie Sandilands,2:45
795,Australian spiny anteater,665,Felice Fairburne,4:25
796,Little blue penguin,231,Candide Ruegg,2:40
797,"Fox, pampa gray",843,Zeb Feldon,2:30
798,Purple grenadier,50,Christan Scrivener,4:00
799,Common wolf,102,Orel Ladbrook,3:20
800,"Elk, Wapiti",301,Josephina Semon,2:25
801,"Lizard, blue-tongued",441,Filia Klemps,2:30
802,"Pigeon, feral rock",369,Tessa Dyball,4:15
803,"Dove, galapagos",539,Levin Davitt,3:20
804,Two-toed sloth,152,Hannie Orrum,3:35
805,"Reedbuck, bohor",273,Faydra Kundert,2:50
806,"Hawk-eagle, crowned",19,Addison Treffry,3:20
807,Frilled lizard,835,Glynnis Jedrzejewsky,2:55
808,White-headed vulture,401,Franky Blanket,2:30
809,Musk ox,149,Shaine Peepall,2:35
810,"Armadillo, nine-banded",467,Alic Wareham,2:20
811,"Porcupine, african",648,Mitchel Varney,3:50
812,Herring gull,679,Jeno Bennetto,3:15
813,"Macaque, bonnet",217,Dennie Saggs,4:30
814,African snake (unidentified),349,Korry Schimann,2:45
815,Komodo dragon,918,Pepe Jubert,4:10
816,Violet-crested turaco,178,Paquito Estick,4:05
817,"Darter, african",25,Maryann Zelley,3:45
818,Giant armadillo,695,Husein Amsden,2:20
819,"Rat, white-faced tree",159,Tedd Scheffler,2:05
820,"Cat, cape wild",524,Luigi Hawksworth,3:55
821,Long-crested hawk eagle,114,Goldy Counter,2:25
822,"Owl, white-browed",159,Maisie Amor,4:00
823,"Parrot, hawk-headed",197,Les Shermore,2:45
824,"Snake, racer",452,Morgan Werndly,2:25
825,"Porcupine, tree",721,Colver Buttriss,4:00
826,Sportive lemur,403,Donalt Fanner,3:05
827,"Pie, rufous tree",172,Loise Goodere,4:00
828,"Francolin, swainson's",97,Gwyneth Becarra,3:55
829,"Bettong, brush-tailed",281,Gorden Kleinplatz,4:05
830,"Cockatoo, red-tailed",679,Mylo Ffoulkes,3:10
831,"Wallaby, bennett's",58,Liana Real,2:45
832,"Squirrel, european red",779,Brigitta Gritland,2:15
833,Manatee,423,Alyssa Millin,3:55
834,"Wombat, southern hairy-nosed",607,Sunshine Gencke,2:15
835,"Lark, horned",517,Emelia MacGahey,2:25
836,"Tapir, brazilian",44,Brandais Steynor,3:05
837,Killer whale,262,Hyman Goly,2:25
838,Tokay gecko,633,Bayard Dooher,3:10
839,Kongoni,762,Rodrick Balderson,3:55
840,"Pintail, white-cheeked",403,Felic Dusting,4:05
841,"Jackal, golden",476,Friedrick Fernie,4:05
842,Caribou,166,Adah Stearne,3:15
843,Blue and yellow macaw,107,Alexandra Jannaway,4:40
844,"Shrike, southern white-crowned",446,Wendell Kersley,2:35
845,White-cheeked pintail,823,Addy McLaren,3:30
846,Radiated tortoise,654,Page Sydall,2:00
847,Russian dragonfly,918,Ernie Gurley,3:35
848,Feral rock pigeon,667,Garik Goodrick,4:05
849,"Vulture, egyptian",157,Gayla Quenell,4:50
850,Crab-eating raccoon,795,Phil Andriss,2:30
851,African wild cat,524,Stanley Fernier,3:35
852,Puma,650,Deeyn Muller,4:10
853,Bird (unidentified),518,Sherry Tombling,3:30
854,Snowy sheathbill,470,Fielding Aldwinckle,3:40
855,White-rumped vulture,890,Madelene Reyna,4:10
856,Goliath heron,282,Margarita Ladon,2:00
857,"Fox, blue",222,Merle Plaide,3:40
858,Pale-throated three-toed sloth,520,Webb Dowd,2:10
859,Numbat,992,Corey Pietrowski,2:30
860,Tasmanian devil,987,Kerrill McPhillips,4:40
861,Whip-tailed wallaby,190,Gherardo Jirak,3:55
862,"Booby, blue-footed",216,Finn Gowthrop,2:15
863,"Camel, dromedary",54,Karen O' Bee,2:35
864,"Possum, pygmy",615,Darnall Sillwood,3:05
865,Kaffir cat,234,Lorri Gianneschi,3:55
866,Cougar,376,Lina Sarfas,3:05
867,American marten,434,Bing Gioan,3:20
868,"Monitor, water",21,Goddard Koppelmann,4:20
869,Kalahari scrub robin,265,Lefty Swine,4:50
870,"Wallaby, tammar",146,Tierney Bavridge,4:50
871,"Cormorant, little",275,Gayelord Chaulk,4:00
872,Giant anteater,520,Georgianna McBain,2:35
873,North American river otter,553,Rodolph Orniz,4:20
874,"Lizard, goanna",28,Kaiser Rantoull,4:00
875,Greater blue-eared starling,53,Janine Dinzey,2:35
876,Chilean flamingo,776,Darby Pearman,3:35
877,"Cow, scottish highland",143,Katy Creane,4:25
878,"Skink, african",84,Zerk Officer,2:15
879,Coqui partridge,292,Merrill Dummer,4:50
880,African jacana,544,Elayne Brinklow,2:20
881,"Rhinoceros, black",53,Sofie Suart,3:25
882,"Squirrel, palm",899,Orsa Danielkiewicz,2:20
883,Topi,160,Hermine Norgan,3:05
884,Civet cat,936,Loella Bowfin,3:35
885,African fish eagle,494,Shannon Cullivan,4:00
886,Leopard,57,Darn Baldam,4:25
887,"Baboon, chacma",712,Chrissie Gozzett,4:25
888,Brown and yellow marshbird,140,Evita Morkham,3:15
889,"Deer, red",236,Lynn Goldstraw,3:25
890,Aardwolf,317,Billi Stobo,4:05
891,"Capuchin, weeper",126,Umeko Gallaccio,3:30
892,North American porcupine,246,Hardy Glendenning,4:15
893,Thomson's gazelle,837,Traver Whightman,4:50
894,"Starling, cape",661,Marsha Crickmoor,4:05
895,"Whale, baleen",214,Kory Jesteco,3:20
896,Gerenuk,357,Rheta Swatland,2:25
897,"Gazer, sun",424,Thorpe Cleworth,2:35
898,"Wallaby, agile",768,Kelsy Kelson,4:30
899,Pampa gray fox,961,Harvey Blowers,3:35
900,Common eland,183,Ken Keuneke,4:40
901,Ground legaan,598,Bunni Isoldi,3:30
902,"Gecko, ring-tailed",348,Dody Castagnier,4:15
903,Oriental white-backed vulture,292,Brianne Doucette,2:45
904,White-tailed deer,634,Karna Clapison,2:40
905,Little brown bat,247,Gearalt Ells,3:50
906,"Antelope, four-horned",241,Putnem Chsteney,2:00
907,Hudsonian godwit,663,Cookie Gapp,4:10
908,Woodrat (unidentified),379,Vittoria Warner,2:35
909,"Woodpecker, downy",569,Isabelle Patrono,3:10
910,Sage grouse,618,Benson Petruszka,4:15
911,Crested screamer,116,Mada Scully,4:25
912,Least chipmunk,123,Velma Mussalli,2:05
913,Two-banded monitor,417,Dmitri Firk,2:55
914,African jacana,442,Bert Ozanne,2:45
915,"Egret, snowy",358,Evangelina Arend,4:25
916,Magnificent frigate bird,230,Cecile Bewlie,2:40
917,Anaconda (unidentified),192,Veradis Skipp,2:30
918,Two-toed tree sloth,22,Genovera Tunuy,4:00
919,Eastern boa constrictor,963,Dukie Bernt,3:20
920,"Weaver, sociable",865,Eb Chichgar,2:25
921,Jungle cat,339,Dario Lang,2:30
922,"Dove, emerald-spotted wood",442,Garrot Boskell,4:15
923,"Cormorant, flightless",342,Valenka Hasselby,3:20
924,Savannah deer,254,Prince Stood,3:35
925,Southern sea lion,482,Carrissa Motton,2:50
926,"Porcupine, indian",896,Dareen Huson,3:20
927,Greater kudu,926,Jamie Vicent,2:55
928,Kelp gull,897,Doralia Seers,2:30
929,"Hedgehog, south african",797,Bronnie Brinson,2:35
930,"Phalarope, red",267,Reynold Aleshkov,2:20
931,"Swan, black",487,Kingsley Portinari,3:50
932,"Owl, australian masked",600,Igor Sutehall,3:15
933,"Tapir, brazilian",228,Knox Pettican,4:30
934,Urial,937,Pietro Dautry,2:45
935,American badger,516,Jacinta Ferronet,4:10
936,Agile wallaby,357,Abagael Bolmann,4:05
937,"Sparrow, house",733,Rosalie Winfred,3:45
938,Painted stork,831,Morgan Corriea,2:20
939,Frog (unidentified),711,Mandel Mathan,2:05
940,"Cormorant, pied",932,Vilma Delepine,3:55
941,"Tern, white-winged",562,Joe Beste,2:25
942,"Lapwing, southern",704,Pearline Radbourne,4:00
943,Hawk-headed parrot,64,Arv Diaper,2:45
944,"Skink, blue-tongued",8,Nanete Mathonnet,2:25
945,Crown of thorns starfish,274,Dottie Souley,4:00
946,Saddle-billed stork,274,Winnifred Tipperton,3:05
947,"Buffalo, asian water",195,Warner D'Aubney,4:00
948,"Elephant, asian",874,Ignazio Banting,3:55
949,Gelada baboon,943,Patrica Dani,4:05
950,Yellow-billed stork,419,Erin Heaney,3:10
951,American crow,494,Birk Oleksinski,2:45
952,"Nighthawk, common",122,Sybyl Vant,2:15
953,Moose,755,Merry Brundrett,3:55
954,"Kingfisher, white-throated",158,Lazar Lusgdin,2:15
955,Asian foreset tortoise,121,Padget Staries,2:25
956,"Goose, egyptian",401,Penni Aikenhead,3:05
957,Long-finned pilot whale,717,Wilone Annets,2:25
958,"Rhea, greater",998,Jody Alabastar,3:10
959,"Shrike, common boubou",572,Gwen Narducci,3:55
960,"Frogmouth, tawny",287,Honor Seelbach,4:05
961,"Duck, mountain",79,Farly Purkins,4:05
962,Carpet snake,289,Annadiana Bastie,3:15
963,"Goose, andean",732,Sanderson MacRanald,4:40
964,"Capuchin, black-capped",152,Dody Bretton,2:35
965,"Gecko, bent-toed",317,Bartlet Hynson,3:30
966,"Cormorant, king",679,Irena Meechan,2:00
967,"Deer, barasingha",741,Nissie McGarahan,3:35
968,Woylie,302,Lolita Driffill,4:05
969,"Cardinal, black-throated",907,Ed Antrack,4:50
970,Magnificent frigate bird,322,Dynah Adamou,2:30
971,"Monkey, black spider",190,Morrie Zolini,3:35
972,"Crab, sally lightfoot",735,Darcy Danbi,4:10
973,"Porcupine, prehensile-tailed",49,Kira Garlicke,3:30
974,"Iguana, common green",83,Booth Budding,3:40
975,"Mongoose, banded",43,Stefania Turvey,4:10
976,White-winged black tern,523,Yevette De Fries,2:00
977,Gila monster,267,Farleigh Peto,3:40
978,Frilled lizard,178,Gasparo Issacof,2:10
979,"Lizard, mexican beaded",500,Hallsy Garahan,2:30
980,"Monkey, black spider",232,Fabien Anand,4:40
981,Western spotted skunk,470,Hunfredo MacSwayde,3:55
982,Cape Barren goose,51,Sigrid Stayte,2:15
983,"Fox, grey",69,Violetta Capin,2:35
984,Saddle-billed stork,551,Elfrida Duligall,3:05
985,"Hyena, spotted",304,Britt Cancott,3:55
986,"Sparrow, rufous-collared",319,Richmound Chaldecott,3:05
987,"Tinamou, elegant crested",755,Aggi Gallon,3:20
988,Bonnet macaque,588,Letty Swains,4:20
989,"Grouse, greater sage",349,Claus Smitherman,4:50
990,Galapagos albatross,422,Bill Ugo,4:50
991,Common wallaroo,645,Ernaline Piniur,4:00
992,"Stilt, black-winged",994,Clarabelle Kirkby,2:35
993,"Dove, emerald-spotted wood",882,Maximilien Dumigan,4:20
994,Madagascar fruit bat,266,Courtney Houtby,4:00
995,"Bustard, stanley",663,Nellie Kelshaw,2:35
996,"Crow, house",996,Spencer Foyle,3:35
997,"Quoll, spotted-tailed",997,Kori Fobidge,4:25
998,"Porcupine, tree",998,Kermit Parsonage,2:15
999,Common turkey,999,Brucie Florentine,4:50
1000,Killer whale,1000,Roanna Iannini,2:20
